participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.real_world_currency_per_point,bms_experiment.1.player.id_in_group,bms_experiment.1.player.trans_cond,bms_experiment.1.player.age,bms_experiment.1.player.gender,bms_experiment.1.player.installed,bms_experiment.1.player.competence,bms_experiment.1.player.competence_neg,bms_experiment.1.player.benevolence,bms_experiment.1.player.benevolence_neg,bms_experiment.1.player.no_central_entity,bms_experiment.1.player.no_central_entity_neg,bms_experiment.1.player.anonymity,bms_experiment.1.player.anonymity_neg,bms_experiment.1.player.no_tracking,bms_experiment.1.player.no_tracking_neg,bms_experiment.1.player.unlinkabilty,bms_experiment.1.player.unlinkabilty_neg,bms_experiment.1.player.understanding,bms_experiment.1.player.q1_a1,bms_experiment.1.player.q1_a2,bms_experiment.1.player.q1_a3,bms_experiment.1.player.q1_a4,bms_experiment.1.player.q1_a5,bms_experiment.1.player.q2_a1,bms_experiment.1.player.q2_a2,bms_experiment.1.player.q2_a3,bms_experiment.1.player.q2_a4,bms_experiment.1.player.q2_a5,bms_experiment.1.player.q3_a1,bms_experiment.1.player.q3_a2,bms_experiment.1.player.q3_a3,bms_experiment.1.player.q3_a4,bms_experiment.1.player.q3_a5,bms_experiment.1.player.q4_a1,bms_experiment.1.player.q4_a2,bms_experiment.1.player.q4_a3,bms_experiment.1.player.q4_a4,bms_experiment.1.player.q4_a5,bms_experiment.1.player.attentive_1,bms_experiment.1.player.attentive_2,bms_experiment.1.player.finished,bms_experiment.1.player.payoff,bms_experiment.1.group.id_in_subsession,bms_experiment.1.subsession.round_number,bms_experiment.2.player.id_in_group,bms_experiment.2.player.trans_cond,bms_experiment.2.player.age,bms_experiment.2.player.gender,bms_experiment.2.player.installed,bms_experiment.2.player.competence,bms_experiment.2.player.competence_neg,bms_experiment.2.player.benevolence,bms_experiment.2.player.benevolence_neg,bms_experiment.2.player.no_central_entity,bms_experiment.2.player.no_central_entity_neg,bms_experiment.2.player.anonymity,bms_experiment.2.player.anonymity_neg,bms_experiment.2.player.no_tracking,bms_experiment.2.player.no_tracking_neg,bms_experiment.2.player.unlinkabilty,bms_experiment.2.player.unlinkabilty_neg,bms_experiment.2.player.understanding,bms_experiment.2.player.q1_a1,bms_experiment.2.player.q1_a2,bms_experiment.2.player.q1_a3,bms_experiment.2.player.q1_a4,bms_experiment.2.player.q1_a5,bms_experiment.2.player.q2_a1,bms_experiment.2.player.q2_a2,bms_experiment.2.player.q2_a3,bms_experiment.2.player.q2_a4,bms_experiment.2.player.q2_a5,bms_experiment.2.player.q3_a1,bms_experiment.2.player.q3_a2,bms_experiment.2.player.q3_a3,bms_experiment.2.player.q3_a4,bms_experiment.2.player.q3_a5,bms_experiment.2.player.q4_a1,bms_experiment.2.player.q4_a2,bms_experiment.2.player.q4_a3,bms_experiment.2.player.q4_a4,bms_experiment.2.player.q4_a5,bms_experiment.2.player.attentive_1,bms_experiment.2.player.attentive_2,bms_experiment.2.player.finished,bms_experiment.2.player.payoff,bms_experiment.2.group.id_in_subsession,bms_experiment.2.subsession.round_number
113,uwv1b6md,,0,1,22,bms_experiment,Introduction,2020-08-24 07:30:50.796329+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
114,a67ohahr,,0,1,22,bms_experiment,Introduction,2020-08-24 07:34:53.861525+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
115,jzfu2vsm,,0,22,22,bms_experiment,Ending,2020-08-24 07:47:27.748152+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,115,detailed,55,1,0,,,,,,,,,,,,,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,black,pink,,0,1,1,115,,,,,4,2,2,4,4,2,4,2,4,4,2,2,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,,,1,0,1,2
116,s7dfnn5c,,0,3,22,bms_experiment,PerceivedUnderstandingSurvey,2020-08-24 08:00:23.281405+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,116,no,37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
117,dk5humr0,,0,20,22,bms_experiment,TrustSurvey,2020-08-24 08:06:02.046434+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,117,brief,36,0,1,,,,,,,,,,,,,3,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,yellow,,,0,1,1,117,,,,,,,,,,,,,,,,,3,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,,,,0,1,2
118,5ure0fvv,,0,1,22,bms_experiment,Introduction,2020-08-24 08:59:36.765541+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
119,hxfypw3o,,0,22,22,bms_experiment,Ending,2020-08-24 09:17:58.174182+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,119,detailed,22,0,0,,,,,,,,,,,,,4,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,black,yellow,,0,1,1,119,,,,,4,4,2,4,4,2,4,2,3,4,4,2,4,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,,,1,0,1,2
120,dq86i7ei,,0,22,22,bms_experiment,Ending,2020-08-24 09:22:08.088987+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,120,detailed,19,0,0,,,,,,,,,,,,,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,purple,yellow,,0,1,1,120,,,,,4,2,2,3,4,2,4,2,2,2,4,3,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,,,1,0,1,2
121,nxulbxgr,,0,22,22,bms_experiment,Ending,2020-08-24 09:23:32.888881+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,121,detailed,41,0,0,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,black,yellow,,0,1,1,121,,,,,2,3,4,3,3,3,3,3,4,3,3,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,,,1,0,1,2
122,0mrpobqv,,0,1,22,bms_experiment,Introduction,2020-08-24 10:30:15.459523+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
123,io7kpgu6,,0,1,22,bms_experiment,Introduction,2020-08-24 10:31:30.140536+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
124,d48ss0rf,,0,4,22,bms_experiment,ActualUnderstandingSurvey,2020-08-24 10:37:43.887306+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,124,brief,20,0,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
125,i6pxqsbi,,0,4,22,bms_experiment,ActualUnderstandingSurvey,2020-08-24 10:41:20.743729+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,125,brief,20,0,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
126,yu1xfsl8,,0,11,22,bms_experiment,Ending,2020-08-24 10:41:34.879018+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,126,no,21,1,0,5,4,1,4,5,1,5,1,1,5,3,2,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,,1,0,1,1,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
127,pxz9togz,,0,4,22,bms_experiment,ActualUnderstandingSurvey,2020-08-24 10:57:10.077302+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,127,brief,20,0,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
128,gpmgmft9,,0,3,22,bms_experiment,PerceivedUnderstandingSurvey,2020-08-24 11:22:50.339860+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,128,brief,58,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
129,t199jz5l,,0,22,22,bms_experiment,Ending,2020-08-24 11:28:57.041198+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,129,brief,21,1,1,,,,,,,,,,,,,5,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,yellow,,,0,1,1,129,,,,,4,1,1,4,4,1,4,1,1,4,4,2,5,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,,,1,0,1,2
130,fv9vt26c,,0,22,22,bms_experiment,Ending,2020-08-24 11:32:25.288033+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,130,brief,20,0,0,,,,,,,,,,,,,3,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,red,yellow,,0,1,1,130,,,,,4,2,2,4,3,4,4,4,1,4,1,4,4,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,,,1,0,1,2
131,okzpge2u,,0,1,22,bms_experiment,Introduction,2020-08-24 11:32:47.941394+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
132,ule8idio,,0,22,22,bms_experiment,Ending,2020-08-24 11:32:49.659268+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,132,brief,19,1,1,,,,,,,,,,,,,5,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,black,yellow,,0,1,1,132,,,,,3,2,1,5,5,1,5,1,1,1,3,4,4,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,,,1,0,1,2
133,8zj0otld,,0,11,22,bms_experiment,Ending,2020-08-24 11:40:24.992743+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,133,no,21,0,0,3,3,4,3,3,3,4,3,3,3,2,1,2,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,,,1,0,1,1,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
134,qjbqm68z,,0,15,22,bms_experiment,ActualUnderstandingSurvey,2020-08-24 11:56:42.407957+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,134,detailed,21,0,1,,,,,,,,,,,,,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,yellow,,,0,1,1,134,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
135,w877lbiw,,0,1,22,bms_experiment,Introduction,2020-08-24 11:57:35.703739+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
136,bp102uzn,,0,1,22,bms_experiment,Introduction,2020-08-24 11:58:21.226611+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
137,tu7126yu,,0,1,22,bms_experiment,Introduction,2020-08-24 12:07:27.553097+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
138,r59r5cn4,,0,22,22,bms_experiment,Ending,2020-08-24 12:13:31.046766+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,138,detailed,19,1,1,,,,,,,,,,,,,5,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,yellow,,,0,1,1,138,,,,,5,1,1,5,5,1,5,1,1,5,5,1,5,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,,,1,0,1,2
139,8a9hxgng,,0,22,22,bms_experiment,Ending,2020-08-24 13:38:00.138989+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,139,brief,19,0,0,,,,,,,,,,,,,2,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,green,yellow,,0,1,1,139,,,,,4,3,2,5,4,2,5,1,2,4,4,4,3,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,,,1,0,1,2
140,t89jwae9,,0,1,22,bms_experiment,Introduction,2020-08-24 13:55:59.781573+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
141,hdjzku55,,0,11,22,bms_experiment,Ending,2020-08-24 13:59:46.167557+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,141,no,20,1,1,3,3,5,2,4,4,5,1,5,5,4,4,4,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,,,1,0,1,1,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
142,pczndh64,,0,2,22,bms_experiment,GeneralInformationSurvey,2020-08-24 14:03:53.630516+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
143,d2bussv0,,0,1,22,bms_experiment,Introduction,2020-08-24 14:04:48.824605+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
144,7ajh5lo8,,0,22,22,bms_experiment,Ending,2020-08-24 14:07:13.890953+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,144,detailed,21,0,1,,,,,,,,,,,,,3,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,yellow,,,0,1,1,144,,,,,4,2,1,4,4,3,5,1,2,5,4,1,5,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,,,1,0,1,2
145,ixfw0i5e,,0,3,22,bms_experiment,PerceivedUnderstandingSurvey,2020-08-24 14:09:16.938979+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,145,no,20,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
146,igpmghtl,,0,1,22,bms_experiment,Introduction,2020-08-24 14:15:11.615450+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
147,30e2es1u,,0,9,22,bms_experiment,TrustSurvey,2020-08-24 14:19:14.492999+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,147,no,22,0,1,,,,,,,,,,,,,3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,,,,0,1,1,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
148,qs00q9lm,,0,11,22,bms_experiment,Ending,2020-08-24 14:24:44.794541+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,148,no,20,1,1,4,1,1,5,4,1,5,1,2,2,5,1,2,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,,,1,0,1,1,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
149,6f9o2mv4,,0,22,22,bms_experiment,Ending,2020-08-24 14:44:29.722563+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,149,brief,20,0,1,,,,,,,,,,,,,3,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,black,yellow,,0,1,1,149,,,,,4,3,2,5,5,1,5,1,1,4,3,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,,,1,0,1,2
150,89kpu21p,,0,3,22,bms_experiment,PerceivedUnderstandingSurvey,2020-08-24 14:48:15.382729+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,150,no,20,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
151,eomtqven,,0,6,22,bms_experiment,AttentiveSurvey1,2020-08-24 15:02:00.383513+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,151,detailed,28,1,1,,,,,,,,,,,,,4,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,,,,0,1,1,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
152,rjplbfib,,0,4,22,bms_experiment,ActualUnderstandingSurvey,2020-08-24 16:05:07.637459+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,152,no,20,2,0,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
153,gy1q7nlt,,0,22,22,bms_experiment,Ending,2020-08-24 16:11:52.316696+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,153,detailed,23,1,1,,,,,,,,,,,,,5,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,blue,yellow,,0,1,1,153,,,,,5,1,1,5,5,1,5,1,5,5,2,4,4,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,,1,0,1,2
154,pk3lzdtf,,0,11,22,bms_experiment,Ending,2020-08-24 16:58:18.908757+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,154,no,15,0,1,2,4,2,4,4,2,4,2,2,4,2,2,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,,1,0,1,1,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
155,7pgzzbdy,,0,22,22,bms_experiment,Ending,2020-08-24 17:36:51.651447+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,155,brief,12,1,1,,,,,,,,,,,,,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,blue,red,,0,1,1,155,,,,,4,4,4,4,4,4,2,4,4,4,4,4,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,1,0,1,2
156,3fjngjr2,,0,3,22,bms_experiment,PerceivedUnderstandingSurvey,2020-08-24 19:03:12.689602+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,156,detailed,19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
157,bio7snqj,,0,22,22,bms_experiment,Ending,2020-08-24 19:16:09.834804+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,157,detailed,16,0,1,,,,,,,,,,,,,4,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,yellow,,,0,1,1,157,,,,,2,3,1,4,3,2,5,2,2,3,3,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,,,1,0,1,2
158,fhxqxnp8,,0,4,22,bms_experiment,ActualUnderstandingSurvey,2020-08-24 19:21:48.155288+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,158,detailed,17,1,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
159,jx9p0yew,,0,2,22,bms_experiment,GeneralInformationSurvey,2020-08-24 20:11:06.299025+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
160,9ncdua2d,,0,2,22,bms_experiment,GeneralInformationSurvey,2020-08-24 23:42:29.251868+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
161,j3ahql1v,,0,1,22,bms_experiment,Introduction,2020-08-25 05:52:07.127800+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
162,72hq9pvr,,0,11,22,bms_experiment,Ending,2020-08-25 07:34:10.506616+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,162,no,34,0,1,4,3,2,4,3,2,5,1,3,3,3,3,3,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,,,1,0,1,1,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
163,x68eg8ff,,0,1,22,bms_experiment,Introduction,2020-08-25 08:09:05.290117+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
164,x5kethed,,0,22,22,bms_experiment,Ending,2020-08-25 08:39:07.357887+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,164,brief,46,0,1,,,,,,,,,,,,,2,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,yellow,,,0,1,1,164,,,,,4,2,1,4,4,2,5,1,2,4,4,2,2,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,,,1,0,1,2
165,zzvpmeui,,0,22,22,bms_experiment,Ending,2020-08-25 09:14:06.043231+00:00,1,,,0,0.00,612nydpi,,,,,0,0.00,1.0,165,detailed,37,0,1,,,,,,,,,,,,,4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,orange,yellow,,0,1,1,165,,,,,4,3,2,4,4,2,4,2,2,3,2,2,4,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,,,1,0,1,2
166,3jh9pi1u,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
167,1vqmafbm,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
168,wiobd6fl,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
169,oqg3vl21,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
170,auxz2cd0,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
171,526vvbnc,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
172,e1u0cxnp,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
173,qqj4ujty,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
174,ysf2k5mr,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
175,smtrwojc,,0,0,22,,,,0,,,0,0.00,612nydpi,,,,,0,0.00,1.0,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
